"A client request id is required, so a refused attempt can be traced.",Reddedilen bir denemenin izlenebilmesi için istek kimliği gerekir.
A company with this name already exists.,Bu isimde bir şirket zaten var.
A container ahead of its invoice is not corrected automatically — fix it on the container.,Faturasının ilerisinde olan konteyner otomatik düzeltilmez — konteyner sayfasından düzeltin.
A customer cannot be its own parent.,Bir müşteri kendi ana müşterisi olamaz.
A draft Purchase Invoice is created for review — it is not posted to the ledger until Accounts submits it. The customs docs value is excluded.,İnceleme için taslak Alış Faturası oluşturulur — Muhasebe onaylayana kadar deftere işlenmez. Gümrük (docs) değeri hariç tutulur.
A few quick questions and you're ready to sell.,Birkaç hızlı soru ve satışa hazırsınız.
A GRN checklist is created from a commercial invoice once cargo is ready to receive.,Mal teslim alınmaya hazır olduğunda ticari faturadan bir GRN kontrol listesi oluşturulur.
A group title is required.,
"A hand-entered {0} cost on container {1} is already capitalized by {2}. The bill was linked, but its cost was not added a second time.","Konteyner {1} üzerindeki elle girilen {0} masrafı zaten {2} ile aktifleştirilmiş. Fatura bağlandı, ancak masrafı ikinci kez eklenmedi."
A kassir with this Telegram User ID already exists.,Bu Telegram Kullanıcı ID'sine sahip bir kasiyer zaten mevcut.
"A line on this order is priced by size, so the measurement columns cannot be hidden.","Bu siparişteki bir kalem ölçüye göre fiyatlanıyor, ölçü sütunları gizlenemez."
A mapping for employee {0} with device user ID {1} already exists ({2}).,
A new version is available.,Yeni bir sürüm mevcut.
A password reset email will be sent. The account is disabled until the user sets a password.,Şifre sıfırlama e-postası gönderilecek. Kullanıcı şifresini belirleyene kadar hesap devre dışı kalacak.
A Payroll Attendance Summary for employee {0} and period {1} already exists: {2},
A quotation needs at least one line.,Bir teklifte en az bir satır olmalı.
A rejection reason is required.,Ret nedeni gereklidir.
A role left empty keeps the operator already assigned.,"Boş bırakılan rol, atanmış operatörü olduğu gibi bırakır."
A selected location does not belong to this customer chain.,Seçilen konum bu müşteri zincirine ait değil.
A status correction reason is required to move {0} back from {1} to {2}.,{0} kaydını {1} durumundan {2} durumuna geri almak için bir durum düzeltme nedeni gereklidir.
A status with that name already exists.,
A step is late when its average wait passes the threshold set for that step,"Bir adım, ortalama beklemesi o adımın eşiğini aştığında gecikmiş sayılır"
A submitted import order can no longer be edited here.,
A submitted truck receipt can no longer be edited.,Onaylanmış bir kamyon fişi artık düzenlenemez.
A supplier is required.,Bir tedarikçi gereklidir.
A tender lot must belong to a Parent Tender.,İhale kalemi bir Ana ihaleye ait olmalıdır.
A termination reason is mandatory.,Kapatma nedeni zorunludur.
A truck number is required.,Kamyon numarası gereklidir.
A valid commercial invoice for this company is required.,Bu şirket için geçerli bir ticari fatura gereklidir.
A valid email is required,Geçerli bir e-posta adresi gereklidir
A valid supplier is required.,Geçerli bir tedarikçi gereklidir.
A valid truck for this company is required.,Bu şirket için geçerli bir kamyon gereklidir.
A valid veterinary certificate is required to complete this GRN.,Bu GRN'yi tamamlamak için geçerli bir veteriner sertifikası gereklidir.
A valid veterinary certificate is required.,Geçerli bir veteriner sertifikası gerekli.
"A ≤ {0}%, B ≤ {1}%, C rest — by revenue.","A ≤ {0}%, B ≤ {1}%, C diğer — gelir bazında."
"A ≤ {0}%, B ≤ {1}%, C rest — by spend.","A ≤ {0}%, B ≤ {1}%, C diğer — harcama bazında."
"A ≤ {0}%, B ≤ {1}%, C rest — by {2}. Submitted; returns netted.","A ≤ {0}%, B ≤ {1}%, C diğer — {2} bazında. Onaylanmış; iadeler netleştirilmiş."
Add Material,Malzeme ekle
All materials are already in WIP.,Bütün malzemeler zaten cehte.
Already {0},Zaten {0}
AR balance per customer as of the selected date — click a row to see the ledger behind the balance.,"Seçilen tarih itibarıyla müşteri başına alacak — satıra tıklayın, bakiyenin ardındaki defteri görün."
Abbr,Kısaltma
Absent,Devamsız
Add at least one cash desk before switching {0} to the V1 engine: V1 reads every cash account from this table and cannot register a transfer without one.,{0} şirketini V1 motoruna geçirmeden önce en az bir kasa ekleyin: V1 tüm kasa hesaplarını bu tablodan okur ve kasasız transfer kaydedemez.
Agreement {0} cannot move from {1} to {2}.,{0} sözleşmesi {1} durumundan {2} durumuna geçemez.
Agreement {0} is closed ({1}) and cannot be rescheduled.,{0} sözleşmesi kapalı ({1}) ve yeniden planlanamaz.
"Add at least one cash desk for {0}: every cash account comes from this table, and without a row the register desk cannot take a transfer.","{0} için en az bir kasa masası ekleyin: her nakit hesabı bu tablodan gelir ve satır olmadan kayıt masası havale kabul edemez."
Assign,Ata
Assign operators,Operatörleri ata
Belongs to another company,Başka bir şirkete ait
"Box counts cannot be saved on this site: {0} missing on {1}. An administrator must re-run patch {2}; bench migrate will not, it has already run once.","Bu sitede koli sayıları kaydedilemez: {1} üzerinde {0} yok. Bir yönetici {2} patch'ini yeniden çalıştırmalı; bench migrate bunu yapmaz, o bir kez çalıştı."
Apply to all lines,Tüm satırlara uygula
Background jobs are not running. Queued and scheduled work is paused — tell an administrator.,Arka plan işleri çalışmıyor. Kuyruktaki ve zamanlanmış işler durdu — bir yöneticiye haber verin.
Check the code,Kodu doğrula
Choose at least one operator to assign.,Atamak için en az bir operatör seçin.
Clear form,Formu temizle
Closed,Kapalı
Credit ({currency}),Alacak ({currency})
Debit ({currency}),Borç ({currency})
Debits equal credits in {currency}.,{currency} cinsinden borç ile alacak eşit.
Design view,Tasarım görünümü
Direct Sales Invoicing is not enabled for company {0}. Sales Invoices must be created from a submitted Sales Order.,Doğrudan Satış Faturalama {0} şirketi için etkin değil. Satış Faturaları gönderilmiş bir Satış Siparişinden oluşturulmalıdır.
Every user of {company} moves to the {engine} screens when this is saved.,Kaydedildiğinde {company} şirketinin tüm kullanıcıları {engine} ekranlarına geçer.
Exchange rates,Döviz kurları
Finishing now will also write off material the other operator has not consumed yet: {0}. Confirm to include it on your document anyway.,Şimdi bitirirseniz diğer operatörün henüz tüketmediği malzeme de düşülür: {0}. Yine de kendi belgenize yazmak için onaylayın.
Finishing now writes it off under your name.,Şimdi bitirirseniz sizin adınıza düşülür.
From Warehouse,Kaynak depo
I have checked {receiver}'s identity document.,{receiver} kişisinin kimlik belgesini kontrol ettim.
I have counted {amount} and am handing it back to {sender}.,{amount} tutarını saydım ve {sender} kişisine geri veriyorum.
I have written it down,Yazdım
Journal entry,Yevmiye kaydı
Legacy — journal entry screens,Legacy — yevmiye kaydı ekranları
Lines disagree,Satırlar farklı
No items to transfer. Click 'Add Material' to add items manually.,Aktarılacak kalem yok. Elle eklemek için «Malzeme ekle»ye tıklayın.
No longer exists,Artık mevcut değil
Not changed:,Değiştirilmedi:
Not ready — this desk cannot take or hand over a transfer.,Hazır değil — bu kasa transferi ne alabilir ne verebilir.
Not saved — a price cannot be negative: {0},Kaydedilmedi — fiyat negatif olamaz: {0}
Nothing on this page is read from a record,Bu sayfadaki hiçbir değer bir kayıttan okunmuyor
One person cannot hold both operator roles on the same Work Order.,Bir kişi aynı iş emrinde her iki operatör rolünü birden üstlenemez.
Only the materials for your own stage are shown.,Yalnızca kendi aşamanızın malzemeleri gösteriliyor.
Only an administrator can post to an earlier date.,Geçmiş bir tarihe yalnızca yönetici kayıt girebilir.
Only an open agreement can be terminated. {0} is {1}.,Yalnızca açık bir sözleşme kapatılabilir. {0} şu durumda: {1}.
Only the remittance desk can verify a pickup code.,Teslim kodunu yalnızca havale gişesi doğrulayabilir.
Open draft {name},{name} taslağını aç
Open in a new tab,Yeni sekmede aç
Operators,Operatörler
"Overdue cannot be answered as of a past date: an invoice's outstanding amount is its balance today, not its balance then.","«Vadesi geçmiş» geçmiş bir tarihe göre yanıtlanamaz: faturanın kalanı bugünkü bakiyesidir, o günkü değil."
Packaging operator,Paketleme operatörü
Pay refund cash,İade nakdini öde
Pickup code,Teslim kodu
Production operator,Üretim operatörü
Purchase Receipt {0} already has a draft invoice: {1}. Submit or delete that draft instead of raising a second bill for the same goods.,{0} mal kabul fişinin zaten bir taslak faturası var: {1}. Aynı mal için ikinci bir fatura kesmek yerine o taslağı onaylayın veya silin.
Put it on my document anyway,Yine de benim belgeme yazılsın
Quote updated — switching how the fee is charged recalculates the amounts.,Fiyat güncellendi — komisyonun alınma şeklini değiştirmek tutarları yeniden hesaplar.
Receivable as of {0},{0} itibarıyla alacak
Refresh the rate for this date,Bu tarih için kuru yenile
Remittance engine,Transfer motoru
Same as your last transfer,Son transferinizdeki gibi
Select at least one Work Order.,En az bir iş emri seçin.
Select Warehouse,Depo seçin
Selected work orders: {0},Seçilen iş emri: {0}
Starting moves this order's materials from the store to the line. The store issues the standard quantities.,"Başlatmak, bu emrin malzemelerini depodan hatta taşır. Depo standart miktarları verir."
Terminated by {0}: {1},{0} tarafından kapatıldı: {1}
The approved sourcing decision for this tender lot selected a different quotation.,Bu ihale lotu için onaylanmış tedarik kararı başka bir teklifi seçti.
The destination desk ({branch}) has no {currency} cash account — add it in Remittance Settings before registering.,Hedef kasada ({branch}) {currency} hesabı yok — kaydetmeden önce Havale Ayarları'ndan ekleyin.
The order cannot be finished until both operator roles are assigned. Missing: {0},Her iki operatör rolü atanmadan iş emri bitirilemez. Eksik: {0}
The other operator has not written this off yet,Diğer operatör bunu henüz düşmedi
The pickup code was refused.,Teslim kodu reddedildi.
The posting could not be previewed.,Muhasebe kaydı önizlenemedi.
The V1 engine reads every cash account from the desk table. Add at least one desk before switching to V1.,V1 motoru tüm kasa hesaplarını kasa tablosundan okur. V1'e geçmeden önce en az bir kasa ekleyin.
The settings payload could not be read.,Ayar verisi okunamadı.
The store does not have enough of this order's materials. Tell the shift lead.,Depoda bu emrin malzemeleri yeterli değil. Vardiya amirine bildirin.
The strip at the top says which parts are built and which are still drawings,"Üstteki şerit hangi kısmın yapıldığını, hangisinin hâlâ çizim olduğunu söyler"
This clears the form without saving. The lines you entered will be lost.,Form kaydedilmeden temizlenir. Girdiğiniz satırlar kaybolur.
This company runs the {engine} remittance engine. The Transfer V1 screens stay unavailable until it is switched to V1 below.,Bu şirket {engine} transfer motorunu çalıştırıyor. Aşağıdan V1'e geçirilene kadar Transfer V1 ekranları kullanılamaz.
This could not be recorded. Tell the shift lead.,Kaydedilemedi. Vardiya amirine bildirin.
This entry does not balance. Do not hand over cash — report it.,Bu kayıt denkleşmiyor. Nakit vermeyin — bildirin.
This order is {0} — its plan can no longer be changed.,Bu emir {0} — planı artık değiştirilemez.
This site is not migrated for packaging operators yet.,Bu sitede paketleme operatörleri için geçiş henüz yapılmadı.
"This tender lot has no approved sourcing decision, so no Purchase Order can be created.","Bu ihale lotunun onaylanmış bir tedarik kararı yok, bu yüzden satın alma siparişi oluşturulamaz."
This will post,Şu kayıt işlenecek
To Warehouse (WIP),Depoya (yarı mamul)
Transfer registered,Havale kaydedildi
Transfers registered on the legacy engine stay on the legacy list and are not shown by the V1 screens: they have no Remittance Transfer record behind them.,Legacy motorunda kaydedilen transferler eski listede kalır ve V1 ekranlarında görünmez: arkalarında Remittance Transfer kaydı yoktur.
"Unknown tender intake field(s): {0}","Bilinmeyen ihale giriş alanı: {0}"
V1 — operations centre,V1 — operasyon merkezi
What the customer pays,Müşterinin ödediği
What the receiver collects,Alıcının aldığı
Which set of screens this company uses. Changes on save.,Bu şirketin hangi ekran setini kullandığı. Kaydedince değişir.
Workflow mockup,İş akışı mockup’ı
Write this code down and hand it to the sender now. It is shown once and cannot be recovered.,Bu kodu yazın ve şimdi gönderene teslim edin. Bir kez gösterilir ve geri getirilemez.
absent,gelmedi
Accept Return,
Accepted,Kabul edildi
Access denied to tender module.,Tender modülüne erişim yok.
Access Review,Erişim İncelemesi
Access token,
Access token (JWT),
Account,Hesap
Account created.,Hesap oluşturuldu.
Account currency,Hesap Para Birimi
Account currency must match the payment account.,Hesap para birimi ödeme hesabıyla eşleşmelidir.
Account disabled.,Hesap devre dışı bırakıldı.
Account enabled.,Hesap etkinleştirildi.
Account Ledger,Hesap Defteri
Account matches,Hesap eşleşiyor
Account name,Hesap Adı
Account name is required.,
Account number,Hesap Numarası
Account number {0} is already used in {1}.,
Account or cost centre…,
Account type,Hesap Türü
Account updated.,Hesap güncellendi.
Account {0} is not a {1} account for party {2}.,
Account {0} not found.,
Accounting entries,
Accounting must cancel and re-book the invoice to correct the ledger.,"Muhasebe, defteri düzeltmek için faturayı iptal edip yeniden kaydetmeli."
Accounting voucher,Muhasebe belgesi
Accounts,Hesaplar
Accounts frozen up to (date),
Accounts payable,Borç hesapları
Accounts receivable,Alacak hesapları
Accrual (bill date),Tahakkuk (fatura tarihi)
Accrual (invoice date),Tahakkuk (satış faturası tarihi)
Accrual failed.,Tahakkuk başarısız.
Accrue,Tahakkuk
Accrue period,Dönemi tahakkuk ettir
Accrue salary,Maaş tahakkuku
Accrue this period?,Bu dönem tahakkuk ettirilsin mi?
Accrued,Tahakkuk
Accrued {0} employees.,{0} çalışan tahakkuk etti.
Acquisition portfolio is not in your role scope.,Tedarik portföyü rol kapsamınızda değil.
Acquisition report,Kazanım raporu
across all statuses,tüm durumlarda
across every working step,tüm çalışma adımlarında
Action,İşlem
Action failed.,İşlem başarısız oldu.
Actions,İşlemler
Activation rate,Dönüşüm oranı
Active,Aktif
active,
Active Company,Aktif şirket
active contracts,aktif sözleşme
Active contracts — serving,Aktif sözleşme — hizmet veriyoruz
Active from,
active parent tenders,aktif ana ihaleler
active staff,aktif çalışan
Active tenders,Aktif tenderler
Active to,
Activities,Aktiviteler
Activity,Hareket
Actual,Gerçekleşen
Actual Arrival,Gerçek Varış
Actual arrival,Gerçek varış
Actual invoice margin,Fatura gerçekleşen marjı
Actual landed,Gerçek landed
actual so far,şimdiye kadar gerçek
Add,Ekle
Add a column to start organising your deals.,Anlaşmaları düzenlemeye başlamak için bir sütun ekleyin.
Add a customer,Müşteri ekle
Add a line…,Satır ekle…
Add a row or fill from a vendor category.,Satır ekleyin veya kategoriden doldurun.
Add a service account to site_config.json key,
Add a stage to start tracking contracts.,Sözleşmeleri izlemek için bir aşama ekleyin.
Add a Telegram cashier to give bot access to a cash/bank account.,Bota bir kasa/banka hesabına erişim vermek için bir Telegram kasiyeri ekleyin.
Add a warehouse to start tracking stock locations.,Stok konumlarını takip etmeye başlamak için bir depo ekleyin.
Add an asset…,Varlık ekle…
Add another item,Başka bir kalem ekle
Add at least one item line.,En az bir kalem satırı ekleyin.
Add at least one item with a positive quantity.,En az bir kalem pozitif miktarla ekleyin.
Add at least one raw material line.,En az bir hammadde satırı ekleyin.
Add certificate,Sertifika ekle
Add charge line,Gider satırı ekle
Add child account,Alt Hesap Ekle
Add child warehouse,Alt depo ekle
Add column,Sütun ekle
Add cost item,Masraf kalemi ekle
Add cost line,Maliyet satırı ekle
Add customer,Müşteri ekle
Add Deal,
Add deal,Anlaşma ekle
Add Decision,Karar Ekle
Add delivery notes or remarks…,Teslimat notu veya açıklama ekleyin…
Add expense,Gider ekle
Add holiday,Tatil ekle
Add import expense,İthalat masrafı ekle
Add item,Kalem ekle
Add item to stock,Stoğa ürün ekle
Add landed cost voucher,Varış maliyeti fişi ekle
Add Lane,Şerit Ekle
Add line,Satır ekle
Add location,Konum ekle
Add outlet,Şube ekle
Add PO link,SS bağlantısı ekle
Add Price,Fiyat Ekle
Add punch,
Add quotation,Teklif ekle
Add Row,
Add row,Satır ekle
Add stage,Aşama ekle
Add subcategory,Alt kategori ekle
Add supplier,Tedarikçi ekle
Add supplier quotations to compare them and record an award.,Karşılaştırmak ve kazananı kaydetmek için tedarikçi tekliflerini ekleyin.
Add Task,Görev Ekle
Add to Google Calendar,Google Takvim'e ekle
Add to landed cost,Toplam maliyete ekle
Add to stock,Stoğa ekle
Add voucher,Fiş ekle
Add warehouse,Depo ekle
Add your first customer to start sending quotes and invoices.,Teklif ve fatura göndermeye başlamak için ilk müşterinizi ekleyin.
"Add your first employee to start tracking attendance, leave and payroll.","Devam, izin ve bordroyu takip etmeye başlamak için ilk çalışanınızı ekleyin."
Add your first supplier to start recording bills and purchases.,Fatura ve satın alma kaydetmeye başlamak için ilk tedarikçinizi ekleyin.
Added {count} item lines from selected PIs.,Seçilen proformalardan {count} kalem satırı eklendi.
Added {count} items from category.,Kategoriden {count} kalem eklendi.
Additional,
additional,ek
Additional duties,
Additional-duties allowance,Ek görev ödemesi
Address,Adres
Adjust dates or check that {company} has posted transactions in this period.,Tarihleri ayarlayın veya {company} şirketinin bu dönemde işlem kaydettiğini doğrulayın.
Adjust filters and run the report again.,
Adjust quantities for a partial receipt. Rows left at zero are skipped.,Kısmi mal kabulü için miktarları ayarlayın. Sıfır bırakılan satırlar atlanır.
Adjustment,Düzeltme
Admin,Yönetici
Administer users & roles,Kullanıcı ve rol yönetimi
Advance,Avans
advance,avans
Advance %,Avans %
Advance 70%,Avans %70
Advance 70% Payment Entry,%70 Avans Ödeme Kaydı
Advance Allocated,Tahsis edilen avans
Advance allocation,Avans mahsubu
Advance amount,
Advance amount must be greater than zero.,
Advance Applied,Uygulanan avans
Advance applied to this CI,Bu CI'ya mahsup edilen avans
Advance Balance,Avans bakiyesi
Advance base,Avans tabanı
Advance containers,Konteynerleri ilerlet
Advance containers to the invoice status,Konteynerleri fatura durumuna ilerlet
Advance deduction,Avans kesintisi
Advance deduction cannot be negative.,Avans kesintisi negatif olamaz.
Advance deduction must be a number.,
Advance for this CI,Bu CI için avans
Advance In,Gelen avans
Advance paid,Ödenen avans
Advance Paid,Ödenen avans
Advance paid.,Avans ödendi.
Advance Payment,Avans ödemesi
Advance payments,Avans ödemeleri
Advance Payments,Avans ödemeleri
Advance Pending Approval,Onay bekleyen avans
Advance planned for this CI,Bu CI için planlanan avans
Advance recorded (draft).,Avans kaydedildi (taslak).
Advance recorded and posted.,Avans kaydedildi ve muhasebeleştirildi.
Advance Reserved,Rezerve edilen avans
Advance reserved for this CI,Bu CI için rezerve edilen avans
Advance sent for approval.,Avans onaya gönderildi.
Advance status →,Avans durumu →
Advance summary,Avans özeti
Advance Terms,Avans koşulları
Advanced (API endpoints),
Advances,Avanslar
Advances at risk,Risk altındaki avanslar
Advances outstanding,
Against,Karşılığı
against,
Against contract,Sözleşmeye karşı
Age,Yaş
Aging,Yaşlandırma
Agreed,Anlaşılan
Agreed (true),Anlaşılan (gerçek)
Agreed / docs,Mutabık / belge
Agreed / gap,Mutabık / fark
Agreed amount,Anlaşılan tutar
Agreed now,Şu anki anlaşma
Agreed price,Anlaşılan fiyat
Agreed Price,Anlaşılan fiyat
Agreed price differs from PI ({prices}),Anlaşılan fiyat PI'dan farklı ({prices})
Agreed price is matched against PI line key (PI + category); key can carry multiple prices — matching any is compliant (tolerance 0.005).,"Anlaşılan fiyat, proforma satır anahtarına (proforma + kategori) göre eşleştirilir; anahtar birden çok fiyat taşıyabilir — herhangi biriyle eşleşmesi uygundur (tolerans 0,005)."
Agreed rate,Anlaşılan fiyat
Agreed Total,Anlaşılan toplam
Agreed total,Anlaşılan toplam
Agreed Transport Cost,Anlaşılan Navlun Bedeli
Agreed-price mismatches,Mutabık fiyat uyuşmazlıkları
Agreement,Sözleşme
Agreement (PI),Anlaşma (PI)
Agreement management is not enabled for {0}.,{0} için sözleşme yönetimi etkin değil.
Agreement {0} belongs to another customer.,{0} sözleşmesi başka müşteriye ait.
ahead of the invoice,faturadan ileride
Alerts,
All,Tümü
All attendance exceptions have been resolved or ignored.,
All cash desks,Tüm kasalar
All categories,Tüm kategoriler
All companies,Tüm şirketler
All computed allocation amounts were zero.,
All cost centres,
All coverage,Tüm kapsam
All current production runs are fully staged or inactive.,
All customers,
All departments,Tüm departmanlar
All devices,
All directions,Tüm yönler
All documents,Tüm belgeler
All expenses are billed.,Tüm giderler faturalandırıldı.
All fiscal years,
All groups,Tüm gruplar
All Groups,Tüm gruplar
All invoices are settled as of {date}.,{date} tarihi itibarıyla tüm faturalar kapatılmıştır.
All item groups,
All items,
All items above reorder level.,Tüm kalemler yeniden sipariş seviyesinin üzerinde.
All items are above their warehouse reorder thresholds — nice work.,Tüm kalemler depo yeniden sipariş eşiklerinin üzerinde — tebrikler.
All items in this view are up to date.,Bu görünümdeki her şey güncel.
All levels,Tüm seviyeler
All object types,Tüm nesne türleri
All PI groups,Tüm PI grupları
All PI Groups,Tüm PI grupları
All PI links,Tüm PI bağlantıları
All promo plans,Tüm promosyon planları
All records,Tüm kayıtlar
All Reports,Tüm raporlar
all reservable,hepsi rezerve edilebilir
All sales invoices for this company are fully paid.,Bu şirkete ait tüm satış faturaları tam olarak ödenmiştir.
All service people,Tüm teknisyenler
All statuses,Tüm durumlar
All suppliers,Tüm tedarikçiler
All technicians,Tüm teknisyenler
All tenders,Tüm ihaleler
All territories,Tüm bölgeler
All three accounts are required.,Üç hesabın tamamı gereklidir.
All time,
All Transporters,Tüm Nakliyeciler
All types,Tüm türler
All variance,Tüm sapmalar
All vendors,Tüm tedarikçiler
All vouchers,Tüm belgeler
All warehouses,Tüm depolar
All {0} employee summaries are clean — no unresolved exceptions.,
Allocate against,Karşılığında tahsis et
Allocate boxes,Koli tahsis et
Allocated,Tahsis edildi
Allocated (kg),Tahsis edilen (kg)
Allocated against,Karşılığında tahsis edildi
Allocated amount,Tahsis edilen tutar
Allocated amount must be greater than zero.,
Allocated costs (UZS/kg),Dağıtılan masraflar (UZS/kg)
Allocated costs come from this invoice's container cost lines and recorded import expenses — the columns are empty until those exist.,Dağıtılan masraflar bu faturanın konteyner masraf satırlarından ve kaydedilmiş ithalat masraflarından gelir — bunlar oluşana kadar sütunlar boş kalır.
Allocated Deposit Amount,Tahsis Edilen Depozito Tutarı
Allocated on PI,PI'da tahsis edilen
Allocation,Tahsis
Allocation amounts must be greater than zero.,Tahsis tutarları sıfırdan büyük olmalıdır.
Allocation exceeds the unreconciled amount on this transaction.,
Allocation preview,
Allow stale exchange rates,
Allowance name,
Allowances,
Allowances are hidden — payroll access required.,
Allowed users,İzin verilen kullanıcılar
Already accrued for this month.,Bu ay için zaten tahakkuk yapılmış.
Already shipped as,Şu şekilde sevk edilmiş
Already Transferred,
Also delete the linked records,Bağlı kayıtları da sil
Ambiguous,Belirsiz
ambiguous,belirsiz
AMC,Yıllık bakım
Amend,Düzelt
Amend (new draft),Düzelt (yeni taslak)
Amend expense,
Amend failed.,Düzeltme başarısız oldu.
Amend of,Düzeltmesi:
Amend transfer,
Amending,Düzeltme
Amendment created.,
Amount,Tutar
Amount & Payment,Tutar ve Ödeme
Amount (UZS),
Amount exceeds outstanding ({amount}).,Tutar bekleyen bakiyeyi aşıyor ({amount}).
Amount exceeds the available balance.,Tutar mevcut bakiyeyi aşıyor.
Amount in {0},
Amount must be greater than zero.,Tutar sıfırdan büyük olmalıdır.
Amount must be positive.,Tutar pozitif olmalıdır.
Amount paid,Ödenen tutar
Amount received,Alınan tutar
Amount sent,Gönderilen tutar
Amount to transfer,Transfer tutarı
Amounts,Tutarlar
"Amounts are listed per currency and never summed. Both filters narrow the scorecards, the queue counts and the queue rows together.","Tutarlar her para birimi için ayrı listelenir ve asla toplanmaz. Her iki filtre de skor kartlarını, kuyruk sayılarını ve kuyruk satırlarını birlikte daraltır."
Amounts in,Tutarlar
Amounts in company currency,Tutarlar şirket para biriminde
An allocated invoice does not belong to this customer chain.,Tahsis edilen fatura bu müşteri zincirine ait değil.
An allocation exceeds the invoice's outstanding amount.,"Bir tahsis, faturanın kalan tutarını aşıyor."
An expense category is required.,Bir gider kategorisi gereklidir.
Analytics,Analitik
Anchor DAY hours (h),
Anchor LIGHT hours (h),
Anchor NIGHT hours (h),
Anchor OFFICE hours (h),
Animated,Animasyonlu
Aniqlangan,Belirlendi
Answered,Cevaplandı
Any,Herhangi biri
Any vendor,Herhangi bir tedarikçi
AP Aging,Borç Vade Analizi
API base URL,
Applied,
Applied corrections are locked. Cannot change: {0},
Applied to,Uygulandığı
Apply,Uygula
Apply role template,Rol şablonu uygula
approval assigned to you,onay sana atanmış
Approval level {0} has not been completed yet.,
Approval request name is required.,
Approval required,Onay gerekli
Approval requires Director view,Onay için Direktör görünümü gereklidir
Approvals,Onaylar
Approve,Onayla
Approve & post,Onayla ve işle
Approve and post,Onayla ve işle
Approve and submit,Onayla ve gönder
Approve correction,
Approve decision,Kararı onayla
Approve Leave?,
Approve level {0},
Approve payments,Ödemeleri onayla
Approve this correction request? The change will be queued for payroll.,
Approve this leave request?,Bu izin talebi onaylansın mı?
Approved,Onaylandı
Approved and posted.,Onaylandı ve işlendi.
Approved at,Onaylanma tarihi
Approved by,Onaylayan
Approx. at current valuation rate,"Yaklaşık, mevcut maliyetle"
APR,ONY
AR Aging,Alacak Vade Analizi
ARCA,ARCA
ARCA Payment Events,ARCA Ödeme Olayları
Are you sure you want to cancel this document? This action is irreversible.,
Are you sure you want to delete this draft? This cannot be undone.,
Are you sure you want to submit this document? This will finalize transactions.,
Arrival,Varış
Arrival date,Varış tarihi
Arrival time,Varış saati
ARRIVED,Vardı
ARRIVED_AT_IRAN,İran'a vardı
Artifacts,Artefaktlar
As of,İtibarıyla
Asl Belgisi,Asl Belgisi
Asl Belgisi Code,Asl Belgisi Kodu
Asl Belgisi — Stock Entries pending scan,Asl Belgisi — Tarama Bekleyen Stok Girişleri
Asset,Varlık
Asset lines,Varlık satırları
Asset purchase,Varlık satın alma
Asset Tag,Varlık Etiketi
