Choose a company first.,Choose a company first.
Choose at least one operator to assign.,Choose at least one operator to assign.
Choose the destination cash desk.,Choose the destination cash desk.
Clear form,Clear form
Client request id,Client request id
Client request id {0} already registered transfer {1} with different ,Client request id {0} already registered transfer {1} with different 
Closed,Closed
Code given to the receiver,Code given to the receiver
Code locked,Code locked
Commission ({pct}%),Commission ({pct}%)
Commission basis,Commission basis
Commission earned at payout posts in company currency and is derived from the register entry.,Commission earned at payout posts in company currency and is derived from the register entry.
Commission earned today,Commission earned today
"Commission is the only remittance position this page can report. The margin between the rate the cashier applied and the market rate is not recognised per transfer — there is no FX margin account, so it stays inside the base valuation of the cash and obligation balances and appears only at period-end exchange-rate revaluation.","Commission is the only remittance position this page can report. The margin between the rate the cashier applied and the market rate is not recognised per transfer — there is no FX margin account, so it stays inside the base valuation of the cash and obligation balances and appears only at period-end exchange-rate revaluation."
"Commission percentage and exchange rate are not configured here: the cashier enters both at registration, pre-filled with the last value used.","Commission percentage and exchange rate are not configured here: the cashier enters both at registration, pre-filled with the last value used."
Commission revenue,Commission revenue
Commission taken at registration but not yet earned. Must be held in the company's base currency.,Commission taken at registration but not yet earned. Must be held in the company's base currency.
Company accounts,Company accounts
Complete refund,Complete refund
Configuration check,Configuration check
Confirm the sender,Confirm the sender
Copied,Copied
Copy code,Copy code
Could not copy to the clipboard. Read the code off this screen instead.,Could not copy to the clipboard. Read the code off this screen instead.
Could not load the payout queue.,Could not load the payout queue.
Could not read the configured remittance cash desks.,Could not read the configured remittance cash desks.
Could not read this transfer's attempt allowance.,Could not read this transfer's attempt allowance.
Could not register the transfer.,Could not register the transfer.
Could not unlock the pickup code.,Could not unlock the pickup code.
Count the cash,Count the cash
Counted,Counted
Created at,Created at
Created by,Created by
Credit ({currency}),Credit ({currency})
Deal 360,Deal 360
Debit ({currency}),Debit ({currency})
Debits equal credits in {currency}.,Debits equal credits in {currency}.
Default quote expiry (hours),Default quote expiry (hours)
Deferred (not yet earned),Deferred (not yet earned)
Deferred commission,Deferred commission
"Deferred, still open","Deferred, still open"
Delivery Notes,Delivery Notes
Denominated in the send currency,Denominated in the send currency
Design view,Design view
Desk,Desk
Desk {branch} has more than one {currency} account. One account per desk per currency.,Desk {branch} has more than one {currency} account. One account per desk per currency.
"Desk {branch}: cash account {account} is held in {actual}, but the row declares {declared}. Cash counted at this desk would post to the wrong drawer, so it would be refused.","Desk {branch}: cash account {account} is held in {actual}, but the row declares {declared}. Cash counted at this desk would post to the wrong drawer, so it would be refused."
Destination cash desk,Destination cash desk
Direct Sales Invoicing is not enabled for company {0}. Sales Invoices must be created from a submitted Sales Order.,Direct Sales Invoicing is not enabled for company {0}. Sales Invoices must be created from a submitted Sales Order.
Done — clear the code,Done — clear the code
EUR,EUR
Earned (paid out in period),Earned (paid out in period)
Effect,Effect
Engine,Engine
Engine: not deployed,Engine: not deployed
Enter a commission percentage of zero or more.,Enter a commission percentage of zero or more.
Enter an amount and a commission percentage to see the quote.,Enter an amount and a commission percentage to see the quote.
Enter the exchange rate you quoted the sender.,Enter the exchange rate you quoted the sender.
Enter the receiver's name.,Enter the receiver's name.
Enter the sender's name.,Enter the sender's name.
Every posted stage names the journal entry that carries it.,Every posted stage names the journal entry that carries it.
Every registered transfer has been paid out or refunded.,Every registered transfer has been paid out or refunded.
Every user of {company} moves to the {engine} screens when this is saved.,Every user of {company} moves to the {engine} screens when this is saved.
Evidence,Evidence
Exception,Exception
Exceptions only,Exceptions only
Exceptions: any,Exceptions: any
Exchange rates,Exchange rates
Exclude exceptions,Exclude exceptions
"Every cash account comes from the desk table. Add at least one desk before saving.","Every cash account comes from the desk table. Add at least one desk before saving."
"Exclusive: you type the principal, and the commission is added on top.","Exclusive: you type the principal, and the commission is added on top."
Expiration time,Expiration time
Expired / refund required,Expired / refund required
Expired at,Expired at
Expired transfers,Expired transfers
Expiring within 12 hours,Expiring within 12 hours
Failed attempts,Failed attempts
Failed code attempts,Failed code attempts
Failed to load the operations summary.,Failed to load the operations summary.
Failed to load the queue.,Failed to load the queue.
Failed to load the reconciliation.,Failed to load the reconciliation.
Failed to load the transfer.,Failed to load the transfer.
Find,Find
Find a transfer,Find a transfer
"Flow · {period} · charged, earned only on payout","Flow · {period} · charged, earned only on payout"
Finishing now will also write off material the other operator has not consumed yet: {0}. Confirm to include it on your document anyway.,Finishing now will also write off material the other operator has not consumed yet: {0}. Confirm to include it on your document anyway.
Finishing now writes it off under your name.,Finishing now writes it off under your name.
Flow · {period} · moved to income at payout,Flow · {period} · moved to income at payout
From Warehouse,From Warehouse
From {date},From {date}
Frozen at registration,Frozen at registration
Hand over the cash?,Hand over the cash?
Hand this code to the sender now. It is shown once and is stored only as a digest — nothing in this system can read it back.,Hand this code to the sender now. It is shown once and is stored only as a digest — nothing in this system can read it back.
Handed to,Handed to
"Held in {actual}, but this row declares {declared}.","Held in {actual}, but this row declares {declared}."
I am paying out at this desk.,I am paying out at this desk.
I handed the code to the sender or wrote it down.,I handed the code to the sender or wrote it down.
I have checked {receiver}'s identity document.,I have checked {receiver}'s identity document.
I have counted {amount} and am handing it back to {sender}.,I have counted {amount} and am handing it back to {sender}.
I have counted {amount} and am handing it to {receiver}.,I have counted {amount} and am handing it to {receiver}.
I have written it down,I have written it down
In transit / ready for payout,In transit / ready for payout
Inclusive commission {0} cannot be the whole amount tendered {1}.,Inclusive commission {0} cannot be the whole amount tendered {1}.
"Inclusive: you type what the sender puts on the counter, and the commission comes out of it.","Inclusive: you type what the sender puts on the counter, and the commission comes out of it."
Income accounts,Income accounts
Invalid pickup code. {0} attempt(s) left before this transfer is locked.,Invalid pickup code. {0} attempt(s) left before this transfer is locked.
Invalid username or password. Please check your credentials.,Invalid username or password. Please check your credentials.
"It may have been removed, or the reference in the address is wrong.","It may have been removed, or the reference in the address is wrong."
Journal entry,Journal entry
Last modified,Last modified
Leave blank for the default,Leave blank for the default
Legacy — journal entry screens,Legacy — journal entry screens
Liability accounts,Liability accounts
Lines disagree,Lines disagree
Locked pickup code,Locked pickup code
Lockout (minutes),Lockout (minutes)
Manager Cockpit,Manager Cockpit
"Journal Entry is missing {1} on this site, so a remittance voucher cannot be told apart from any other and the cancel guard would let it be cancelled. Run `bench --site <site> migrate` to create the fields before configuring remittance for {0}.","Journal Entry is missing {1} on this site, so a remittance voucher cannot be told apart from any other and the cancel guard would let it be cancelled. Run `bench --site <site> migrate` to create the fields before configuring remittance for {0}."
"Marked paid out, but the transfer names no payout journal entry.","Marked paid out, but the transfer names no payout journal entry."
"Marked posted, but the transfer names no register journal entry.","Marked posted, but the transfer names no register journal entry."
"Marked refunded, but the transfer names no refund journal entry.","Marked refunded, but the transfer names no refund journal entry."
Master record and journal entries disagree,Master record and journal entries disagree
Master ↔ journal entry difference,Master ↔ journal entry difference
Materials,Materials
Max pickup code attempts,Max pickup code attempts
New Direct Sales Invoice,New Direct Sales Invoice
Next step,Next step
No cash desk is mapped. A desk cannot take cash in or pay it out until it has an account for that currency.,No cash desk is mapped. A desk cannot take cash in or pay it out until it has an account for that currency.
No company is selected,No company is selected
No desk is carrying an open obligation,No desk is carrying an open obligation
No desk is mapped yet. Add one for every desk and currency that takes or pays out cash.,No desk is mapped yet. Add one for every desk and currency that takes or pays out cash.
No items to transfer. Click 'Add Material' to add items manually.,No items to transfer. Click 'Add Material' to add items manually.
No journal entry is linked to this transfer.,No journal entry is linked to this transfer.
No longer exists,No longer exists
No note given.,No note given.
No obligation is still open,No obligation is still open
No open transfer has passed its pickup deadline.,No open transfer has passed its pickup deadline.
"No other desk is configured, so there is nowhere to send to yet.","No other desk is configured, so there is nowhere to send to yet."
No pickup expiry policy is configured yet,No pickup expiry policy is configured yet
No pickup expiry policy is configured yet.,No pickup expiry policy is configured yet.
"No pickup expiry policy is configured yet: nothing writes an expiry time onto a transfer, so the quote expiry below is stored but not yet enforced.","No pickup expiry policy is configured yet: nothing writes an expiry time onto a transfer, so the quote expiry below is stored but not yet enforced."
No reason given.,No reason given.
No refund has been requested for this transfer.,No refund has been requested for this transfer.
No refund step is open to you on this transfer,No refund step is open to you on this transfer
No remittance cash desks are configured,No remittance cash desks are configured
No stage has been recorded for this transfer.,No stage has been recorded for this transfer.
"No transfer carries an expiry date, so nothing can be reported as expired. This is not the same as nothing having expired.","No transfer carries an expiry date, so nothing can be reported as expired. This is not the same as nothing having expired."
No transfer matches that search,No transfer matches that search
No transfer matches these filters,No transfer matches these filters
No transfers here,No transfers here
No transfers registered yet,No transfers registered yet
None available,None available
Not changed:,Not changed:
Not Issued,Not Issued
Not configured yet,Not configured yet
Not locked,Not locked
Not ready — this desk cannot take or hand over a transfer.,Not ready — this desk cannot take or hand over a transfer.
Not saved — a price cannot be negative: {0},Not saved — a price cannot be negative: {0}
Not yet,Not yet
Nothing has expired,Nothing has expired
Nothing in this list matches. Try another search or another queue.,Nothing in this list matches. Try another search or another queue.
Nothing in this period ({period}),Nothing in this period ({period})
Nothing in this queue,Nothing in this queue
Nothing is waiting for payout,Nothing is waiting for payout
Nothing on this page is read from a record,Nothing on this page is read from a record
Nothing on this screen moves cash until the final step is posted.,Nothing on this screen moves cash until the final step is posted.
"Nothing records when a transfer expires, so this queue cannot say whether anything has expired. That is not the same as saying nothing has.","Nothing records when a transfer expires, so this queue cannot say whether anything has expired. That is not the same as saying nothing has."
Nothing registered is still waiting to be collected.,Nothing registered is still waiting to be collected.
"Nothing sets an expiry deadline on transfers today, so this queue cannot be evaluated. That is not the same as it being empty.","Nothing sets an expiry deadline on transfers today, so this queue cannot be evaluated. That is not the same as it being empty."
"Obligation posted, code unlocked, no refund in flight","Obligation posted, code unlocked, no refund in flight"
"Oldest first · no overdue threshold is defined, so none is applied","Oldest first · no overdue threshold is defined, so none is applied"
"One cash account per desk per currency, so a desk's book balance equals the count in that drawer.","One cash account per desk per currency, so a desk's book balance equals the count in that drawer."
One person cannot hold both operator roles on the same Work Order.,One person cannot hold both operator roles on the same Work Order.
Only the materials for your own stage are shown.,Only the materials for your own stage are shown.
Only a Remittance Finance Manager can approve or reject a refund.,Only a Remittance Finance Manager can approve or reject a refund.
Only a Remittance Finance Manager can set the GL accounts and desk mapping for a company.,Only a Remittance Finance Manager can set the GL accounts and desk mapping for a company.
Only a manager can unlock a pickup code.,Only a manager can unlock a pickup code.
Only an administrator can post to an earlier date.,Only an administrator can post to an earlier date.
Only an open agreement can be terminated. {0} is {1}.,Only an open agreement can be terminated. {0} is {1}.
Only the remittance desk can pay out a transfer.,Only the remittance desk can pay out a transfer.
Only the remittance desk can request or complete a refund.,Only the remittance desk can request or complete a refund.
Only the remittance desk can verify a pickup code.,Only the remittance desk can verify a pickup code.
Open amount,Open amount
Open draft {name},Open draft {name}
Open full detail,Open full detail
Open in a new tab,Open in a new tab
Open in-transit liability,Open in-transit liability
Open obligation by branch and currency,Open obligation by branch and currency
Operators,Operators
Other accounts,Other accounts
"Overdue cannot be answered as of a past date: an invoice's outstanding amount is its balance today, not its balance then.","Overdue cannot be answered as of a past date: an invoice's outstanding amount is its balance today, not its balance then."
Packaging operator,Packaging operator
Pay refund cash,Pay refund cash
PI Group Container Status,PI Group Container Status
PI Progress,PI Progress
Paid Out,Paid Out
Paid out,Paid out
Paid out today,Paid out today
Paid out {0} {1} to {2},Paid out {0} {1} to {2}
Paid out.,Paid out.
Parties,Parties
Parties and route,Parties and route
Pay out,Pay out
Pay out another,Pay out another
Pay this refund back to the sender?,Pay this refund back to the sender?
Pay {amount} to {receiver} against {reference}. This posts the payout entry and closes the obligation.,Pay {amount} to {receiver} against {reference}. This posts the payout entry and closes the obligation.
Payments Register,Payments Register
Payout,Payout
Payout cash-out,Payout cash-out
Payout desk,Payout desk
Pick a company to configure its remittance accounts.,Pick a company to configure its remittance accounts.
Pick a company to work its refunds.,Pick a company to work its refunds.
Pickup,Pickup
Pickup code,Pickup code
Pickup code is locked,Pickup code is locked
Pickup code state,Pickup code state
Pickup code unlocked by {0}. {1},Pickup code unlocked by {0}. {1}
Pickup code unlocked.,Pickup code unlocked.
Pickup deadline falls inside the next 12 hours,Pickup deadline falls inside the next 12 hours
Pickup deadline has passed and the money is still owed,Pickup deadline has passed and the money is still owed
Pickup expiry,Pickup expiry
Pickup expiry policy is not configured yet,Pickup expiry policy is not configured yet
Post the refund,Post the refund
Posting Error,Posting Error
Posting this reverses the obligation and takes {amount} out of the origin desk. The pickup code stops working and the transfer can no longer be paid out.,Posting this reverses the obligation and takes {amount} out of the origin desk. The pickup code stops working and the transfer can no longer be paid out.
Preview — read only.,Preview — read only.
Principal,Principal
"Principal {0} plus commission {1} must equal {2}, not {3}.","Principal {0} plus commission {1} must equal {2}, not {3}."
Production operator,Production operator
Purchase Receipt {0} already has a draft invoice: {1}. Submit or delete that draft instead of raising a second bill for the same goods.,Purchase Receipt {0} already has a draft invoice: {1}. Submit or delete that draft instead of raising a second bill for the same goods.
Put it on my document anyway,Put it on my document anyway
Quote,Quote
Quote updated — switching how the fee is charged recalculates the amounts.,Quote updated — switching how the fee is charged recalculates the amounts.
Rate quoted to the sender,Rate quoted to the sender
Rate the register leg posted at,Rate the register leg posted at
Rate typed at registration,Rate typed at registration
Ready for payout,Ready for payout
Reason for rejecting,Reason for rejecting
Reason for the refund,Reason for the refund
Reason for unlocking (recorded),Reason for unlocking (recorded)
Receivable as of {0},Receivable as of {0}
Receiver,Receiver
Receiver obligation,Receiver obligation
Receiver obligation account is not set. It is required before anything can be saved.,Receiver obligation account is not set. It is required before anything can be saved.
"Receiver obligation account {account} could not be read, so its currency was not verified.","Receiver obligation account {account} could not be read, so its currency was not verified."
Receiver obligation closed,Receiver obligation closed
Receiver obligation reversed,Receiver obligation reversed
Reconciliation,Reconciliation
Recorded at register,Recorded at register
"Reference, sender, receiver or desk… ⌘K","Reference, sender, receiver or desk… ⌘K"
Refresh the rate for this date,Refresh the rate for this date
Refund,Refund
Refund approved by {0}. {1},Refund approved by {0}. {1}
Refund approved. No money has moved yet.,Refund approved. No money has moved yet.
Refund cash-out,Refund cash-out
"Refund for {0} could not be posted at its frozen register rate {1}, which is ","Refund for {0} could not be posted at its frozen register rate {1}, which is "
Refund of {0} {1} requested: {2},Refund of {0} {1} requested: {2}
Refund posted. Hand the cash back to the sender.,Refund posted. Hand the cash back to the sender.
Refund rejected by {0}: {1},Refund rejected by {0}: {1}
Refund request rejected. The transfer stays as it was.,Refund request rejected. The transfer stays as it was.
Refund requested. No money has moved.,Refund requested. No money has moved.
Refund requires approval,Refund requires approval
Refund trail,Refund trail
Refund: {status},Refund: {status}
Refunded,Refunded
Refunded {0} {1} to {2},Refunded {0} {1} to {2}
Refunds,Refunds
Register cash-in,Register cash-in
Register the first transfer and it will appear here.,Register the first transfer and it will appear here.
Register transfer,Register transfer
Registered,Registered
Registered at,Registered at
"Registered at the desk, but nothing was ever posted to the ledger.","Registered at the desk, but nothing was ever posted to the ledger."
Registered by,Registered by
Registered today,Registered today
Registered transfers whose obligation has posted appear here.,Registered transfers whose obligation has posted appear here.
Registered {0} {1} at {2},Registered {0} {1} at {2}
Reject refund,Reject refund
Remittance ID,Remittance ID
Remittance Settings,Remittance Settings
Remittance engine,Remittance engine
Remittance id,Remittance id
"Remittance id, reference, sender or receiver… ⌘K","Remittance id, reference, sender or receiver… ⌘K"
Remittance is not configured for {company}.,Remittance is not configured for {company}.
Remittance operations are scoped to one company at a time.,Remittance operations are scoped to one company at a time.
Remittance settings are managed by the Finance Manager,Remittance settings are managed by the Finance Manager
Remittance settings saved.,Remittance settings saved.
Remove desk,Remove desk
Request refund,Request refund
Requesting a refund does not move money.,Requesting a refund does not move money.
Reversed,Reversed
Sales Detail,Sales Detail
Same as your last transfer,Same as your last transfer
Saving is blocked until the {count} item(s) above are fixed.,Saving is blocked until the {count} item(s) above are fixed.
Scorecards,Scorecards
"Search by remittance id, client reference, sender or receiver name.","Search by remittance id, client reference, sender or receiver name."
Select a company,Select a company
Select a company to pay out a transfer.,Select a company to pay out a transfer.
Select a desk…,Select a desk…
Select at least one Work Order.,Select at least one Work Order.
Select desk…,Select desk…
Select Warehouse,Select Warehouse
Selected work orders: {0},Selected work orders: {0}
Sender,Sender
Sender handed over,Sender handed over
Sender hands over,Sender hands over
Sender paid,Sender paid
Sender → Receiver,Sender → Receiver
Sender → receiver,Sender → receiver
"Settled at the registration rate, not today's rate.","Settled at the registration rate, not today's rate."
Showing the first {count} — narrow the search to see the rest.,Showing the first {count} — narrow the search to see the rest.
Showing the first {shown} of {count}.,Showing the first {shown} of {count}.
Stage timeline,Stage timeline
"Stored, but not enforced yet — no expiry time is written onto a transfer.","Stored, but not enforced yet — no expiry time is written onto a transfer."
Starting moves this order's materials from the store to the line. The store issues the standard quantities.,Starting moves this order's materials from the store to the line. The store issues the standard quantities.
Terminated by {0}: {1},Terminated by {0}: {1}
That is not the name this transfer was registered under.,That is not the name this transfer was registered under.
That screen is not available yet.,That screen is not available yet.
The approved sourcing decision for this tender lot selected a different quotation.,The approved sourcing decision for this tender lot selected a different quotation.
The destination desk ({branch}) has no {currency} cash account — add it in Remittance Settings before registering.,The destination desk ({branch}) has no {currency} cash account — add it in Remittance Settings before registering.
The order cannot be finished until both operator roles are assigned. Missing: {0},The order cannot be finished until both operator roles are assigned. Missing: {0}
The other operator has not written this off yet,The other operator has not written this off yet
The pickup code was refused.,The pickup code was refused.
The posting could not be previewed.,The posting could not be previewed.
The V1 engine reads every cash account from the desk table. Add at least one desk before switching to V1.,The V1 engine reads every cash account from the desk table. Add at least one desk before switching to V1.
"The accounts every transfer posts to, and the desk that holds the cash.","The accounts every transfer posts to, and the desk that holds the cash."
The cash and obligation accounts for this payout come from Remittance Settings for this branch. They are applied by the server when the entry posts.,The cash and obligation accounts for this payout come from Remittance Settings for this branch. They are applied by the server when the entry posts.
"The chart of accounts could not be read, so no account currency on this page was verified: {error}","The chart of accounts could not be read, so no account currency on this page was verified: {error}"
The commission cannot be the whole amount tendered.,The commission cannot be the whole amount tendered.
"The company's base currency could not be read, so the two commission accounts were not verified.","The company's base currency could not be read, so the two commission accounts were not verified."
"The destination desk has no cash account in this currency, so registering will be refused.","The destination desk has no cash account in this currency, so registering will be refused."
The destination desk has to be a different desk from your own.,The destination desk has to be a different desk from your own.
The master record and its journal entries disagree,The master record and its journal entries disagree
